Time	Temp_C	L0F1-200_1	L0F2-200_1	L0F3-200_1	L0F4-200_1	L0F5-200_1	L1F1-200_1	L1F2-200_1	L1F3-200_1	L1F4-200_1	L1F5-200_1	L0F1-200_2	L0F2-200_2	L0F3-200_2	L0F4-200_2	L0F5-200_2	L1F1-200_2	L1F2-200_2	L1F3-200_2	L1F4-200_2	L1F5-200_2	L0F1-200_3	L0F2-200_3	L0F3-200_3	L0F4-200_3	L0F5-200_3	L1F1-200_3	L1F2-200_3	L1F3-200_3	L1F4-200_3	L1F5-200_3
43:28:14	25.1	0.043	0.627	0.038	0.039	0.038	0.039	0.124	0.045	0.293	0.9940000000000001	0.039	1.14	0.04	0.04	0.039	0.039	0.713	0.038	0.039	1.217	0.038	1.002	0.04	0.04	0.039	0.039	0.478	0.038	0.038	0.596
43:43:57	25.1	0.044000000000000004	0.611	0.038	0.039	0.038	0.039	0.111	0.046	0.29	0.99	0.039	1.109	0.04	0.04	0.039	0.039	0.7120000000000001	0.038	0.039	1.217	0.038	0.9840000000000001	0.04	0.04	0.039	0.039	0.469	0.038	0.038	0.59
43:59:40	25.1	0.043	0.596	0.038	0.039	0.038	0.038	0.099	0.046	0.28800000000000003	0.988	0.039	1.179	0.04	0.04	0.039	0.039	0.7070000000000001	0.038	0.039	1.216	0.038	0.963	0.04	0.04	0.039	0.039	0.46399999999999997	0.037000000000000005	0.038	0.584
44:15:22	25.1	0.043	0.581	0.038	0.039	0.038	0.038	0.08800000000000001	0.047	0.285	0.986	0.039	1.147	0.04	0.04	0.039	0.039	0.701	0.038	0.039	1.216	0.038	0.982	0.04	0.04	0.039	0.039	0.45299999999999996	0.037000000000000005	0.038	0.5770000000000001
44:31:05	25.0	0.043	0.565	0.038	0.039	0.038	0.038	0.078	0.047	0.282	0.983	0.039	1.115	0.04	0.04	0.039	0.039	0.698	0.038	0.039	1.216	0.038	0.956	0.04	0.04	0.039	0.039	0.447	0.038	0.037000000000000005	0.5710000000000001
44:46:48	25.0	0.043	0.55	0.038	0.039	0.038	0.038	0.07	0.047	0.27899999999999997	0.981	0.039	1.203	0.04	0.04	0.039	0.039	0.695	0.038	0.039	1.214	0.038	0.965	0.039	0.04	0.039	0.039	0.43799999999999994	0.037000000000000005	0.037000000000000005	0.565
45:02:31	25.1	0.043	0.536	0.038	0.039	0.038	0.038	0.065	0.047	0.27699999999999997	0.9790000000000001	0.039	1.1179999999999999	0.04	0.04	0.039	0.039	0.696	0.038	0.039	1.21	0.038	0.978	0.04	0.04	0.039	0.039	0.43	0.037000000000000005	0.038	0.5579999999999999
45:18:14	25.1	0.044000000000000004	0.522	0.038	0.039	0.038	0.038	0.062	0.047	0.27399999999999997	0.977	0.039	1.091	0.04	0.039	0.039	0.039	0.691	0.038	0.039	1.206	0.038	0.9570000000000001	0.04	0.04	0.039	0.039	0.42100000000000004	0.037000000000000005	0.038	0.552
45:33:56	25.1	0.044000000000000004	0.509	0.038	0.039	0.038	0.038	0.059000000000000004	0.047	0.271	0.9740000000000001	0.039	1.081	0.04	0.04	0.039	0.039	0.687	0.038	0.039	1.203	0.038	0.961	0.039	0.04	0.039	0.039	0.413	0.038	0.038	0.546
45:49:39	25.1	0.044000000000000004	0.496	0.038	0.039	0.038	0.038	0.055999999999999994	0.047	0.268	0.972	0.039	1.145	0.04	0.04	0.039	0.039	0.684	0.038	0.039	1.204	0.038	0.938	0.04	0.04	0.039	0.039	0.40399999999999997	0.037000000000000005	0.037000000000000005	0.541
46:05:22	25.1	0.045	0.484	0.038	0.039	0.038	0.038	0.054000000000000006	0.047	0.265	0.9690000000000001	0.039	1.1059999999999999	0.04	0.04	0.039	0.039	0.679	0.038	0.039	1.195	0.038	0.965	0.04	0.04	0.039	0.039	0.395	0.037000000000000005	0.037000000000000005	0.534
46:21:04	25.1	0.045	0.47200000000000003	0.038	0.039	0.038	0.038	0.053	0.047	0.263	0.9670000000000001	0.039	1.15	0.04	0.039	0.039	0.039	0.6759999999999999	0.038	0.039	1.19	0.038	0.956	0.04	0.04	0.038	0.039	0.387	0.038	0.038	0.529
46:36:47	25.1	0.045	0.45899999999999996	0.038	0.039	0.038	0.038	0.053	0.047	0.26	0.9640000000000001	0.039	1.0659999999999998	0.04	0.04	0.039	0.039	0.674	0.038	0.039	1.186	0.038	0.941	0.04	0.04	0.039	0.039	0.377	0.037000000000000005	0.037000000000000005	0.523
46:52:30	25.1	0.045	0.452	0.038	0.039	0.038	0.038	0.055	0.047	0.256	0.9620000000000001	0.039	1.062	0.04	0.039	0.039	0.039	0.669	0.038	0.039	1.18	0.038	0.9420000000000001	0.039	0.04	0.039	0.039	0.369	0.037000000000000005	0.038	0.516
47:08:13	25.1	0.045	0.44	0.038	0.039	0.038	0.038	0.06	0.047	0.254	0.96	0.039	1.094	0.04	0.039	0.039	0.039	0.664	0.038	0.039	1.1740000000000002	0.038	0.9359999999999999	0.039	0.04	0.038	0.039	0.36	0.038	0.037000000000000005	0.51
47:23:56	25.0	0.045	0.428	0.038	0.039	0.038	0.038	0.049	0.047	0.251	0.956	0.039	1.085	0.04	0.04	0.039	0.039	0.665	0.038	0.04	1.168	0.038	0.935	0.04	0.04	0.039	0.039	0.35	0.038	0.038	0.504
47:39:38	25.1	0.046	0.41200000000000003	0.038	0.039	0.038	0.038	0.043	0.047	0.248	0.9520000000000001	0.039	1.219	0.04	0.039	0.039	0.039	0.659	0.038	0.04	1.161	0.038	0.917	0.04	0.04	0.038	0.039	0.342	0.038	0.038	0.49700000000000005
47:55:21	25.1	0.046	0.4	0.038	0.039	0.038	0.038	0.043	0.047	0.24600000000000002	0.9490000000000001	0.039	1.224	0.04	0.039	0.039	0.039	0.6559999999999999	0.038	0.04	1.155	0.038	0.927	0.04	0.04	0.038	0.039	0.33299999999999996	0.038	0.039	0.49
48:11:04	25.1	0.046	0.387	0.038	0.039	0.038	0.038	0.042	0.047	0.242	0.9440000000000001	0.039	1.046	0.04	0.039	0.039	0.039	0.645	0.038	0.04	1.148	0.038	0.907	0.04	0.04	0.038	0.039	0.32299999999999995	0.038	0.043	0.483
48:26:47	25.1	0.046	0.374	0.038	0.039	0.038	0.038	0.042	0.047	0.23800000000000002	0.94	0.039	1.044	0.04	0.039	0.039	0.039	0.6459999999999999	0.037000000000000005	0.04	1.141	0.038	0.9179999999999999	0.04	0.04	0.038	0.039	0.313	0.038	0.047	0.478
48:42:30	25.0	0.047	0.36200000000000004	0.038	0.038	0.037000000000000005	0.038	0.04	0.047	0.23399999999999999	0.935	0.039	1.037	0.04	0.039	0.039	0.039	0.639	0.037000000000000005	0.04	1.1340000000000001	0.038	0.9109999999999999	0.04	0.04	0.038	0.039	0.303	0.038	0.047	0.473
48:58:12	25.1	0.047	0.349	0.038	0.038	0.037000000000000005	0.038	0.04	0.047	0.23	0.93	0.039	1.035	0.04	0.039	0.039	0.039	0.632	0.037000000000000005	0.04	1.126	0.038	0.905	0.04	0.04	0.038	0.039	0.292	0.039	0.047	0.466
49:13:55	25.1	0.048	0.337	0.038	0.038	0.037000000000000005	0.038	0.040999999999999995	0.047	0.226	0.925	0.039	1.035	0.04	0.039	0.039	0.039	0.625	0.037000000000000005	0.04	1.1179999999999999	0.038	0.9079999999999999	0.04	0.04	0.038	0.039	0.282	0.040999999999999995	0.047	0.461
49:29:38	25.1	0.048	0.324	0.038	0.038	0.037000000000000005	0.038	0.040999999999999995	0.047	0.221	0.919	0.039	1.0270000000000001	0.04	0.039	0.039	0.039	0.619	0.037000000000000005	0.04	1.11	0.038	0.885	0.04	0.04	0.038	0.039	0.272	0.042	0.048	0.45399999999999996
49:45:20	25.1	0.048	0.313	0.038	0.038	0.037000000000000005	0.038	0.040999999999999995	0.047	0.217	0.914	0.039	1.04	0.04	0.039	0.039	0.039	0.61	0.037000000000000005	0.04	1.103	0.038	0.895	0.04	0.04	0.038	0.039	0.261	0.043	0.048	0.447
50:01:03	25.1	0.048	0.299	0.038	0.038	0.037000000000000005	0.038	0.040999999999999995	0.047	0.212	0.91	0.039	1.0190000000000001	0.04	0.039	0.039	0.039	0.603	0.037000000000000005	0.04	1.095	0.038	0.898	0.04	0.04	0.038	0.039	0.249	0.040999999999999995	0.048	0.439
50:16:46	25.1	0.048	0.28600000000000003	0.038	0.038	0.037000000000000005	0.038	0.042	0.047	0.207	0.903	0.039	1.015	0.04	0.039	0.039	0.039	0.596	0.037000000000000005	0.04	1.0859999999999999	0.038	0.888	0.04	0.04	0.038	0.039	0.237	0.04	0.048	0.43
50:32:29	25.1	0.048	0.272	0.038	0.038	0.037000000000000005	0.038	0.042	0.047	0.203	0.897	0.039	1.011	0.04	0.039	0.039	0.039	0.585	0.037000000000000005	0.04	1.079	0.038	0.882	0.04	0.04	0.038	0.039	0.22399999999999998	0.04	0.048	0.42100000000000004
